timestamp,date,status,attendance,home_team,away_team,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1567602000,2019-09-04,complete,N/A,Ethiopia,Lesotho,N/A,N/A,0,0,1.25,1,0,0,0,0,0,0,,,10,3,1,0,2,0,0,1,0,2,22,15,6,5,16,10,-1,-1,50,50,2.23,1.54,0,0,0,0,0,0,0,0,0,0,0,0,1.33,3.1,3.25,1.53,2.7,5.5,13,2.37,1.53,Addis Ababa Stadium
1567602000,2019-09-04,complete,N/A,Eritrea,Namibia,N/A,N/A,0,0,0,2.5,1,2,3,0,0,0,69,"50,61",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.1,1.2,1.44,2.38,4.5,0,2.2,1.65,Cicero Stadium
1567602000,2019-09-04,complete,N/A,Burundi,Tanzania,N/A,N/A,0,0,1,1.5,1,1,2,0,0,0,81,85,4,3,1,0,2,0,1,0,1,1,17,6,4,2,13,4,-1,-1,50,50,1.96,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1.33,3.2,3.25,1.57,2.87,6,15,2.5,1.5,N/A
1567605600,2019-09-04,complete,N/A,South Sudan,Equatorial Guinea,N/A,N/A,0,0,0.5,1.75,1,1,2,1,0,1,76,35,1,5,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,3.4,1.2,1.4,2.25,4.33,10,2.25,1.57,N/A
1567607400,2019-09-04,complete,N/A,Mauritius,Mozambique,N/A,N/A,0,0,0,1.75,0,1,1,1,0,1,,9,-1,-1,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.4,1.3,1.4,2.3,4.33,8.5,2,1.8,Anjalay Stadium
1567609200,2019-09-04,complete,N/A,Djibouti,Swaziland,N/A,N/A,0,0,1,0.5,2,1,3,1,1,0,"45'4,74",56,-1,-1,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stade El Hadj Hassan Gouled
1567611000,2019-09-04,complete,N/A,São Tomé e Príncipe,Guinea-Bissau,N/A,N/A,0,0,0,2.5,0,1,1,0,0,0,,85,-1,-1,0,0,2,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,4.6,1.4,0,0,0,0,0,0,N/A
1567620000,2019-09-04,complete,N/A,Liberia,Sierra Leone,N/A,N/A,0,0,0.75,1.5,3,1,4,1,1,0,"18,82,89",56,-1,-1,0,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,3.2,4,1.36,2.2,4,9,2.1,1.66,Samuel Kanyon Doe Sports Complex
1567684800,2019-09-04,complete,N/A,Seychelles,Rwanda,N/A,N/A,0,0,0,1.75,0,3,3,2,0,2,,"32,36,80",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,4.5,1.44,1.33,2.1,3.8,8,2.2,1.65,Stade Linité
1567693800,2019-09-04,complete,N/A,Chad,Sudan,N/A,N/A,0,0,0.5,1,1,3,4,1,0,1,85,"13,67,74",-1,-1,1,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.25,1.47,2.55,5,10,2.05,1.75,Stade Omnisports Idriss Mahamat Ouya
